id;isbn;title;authors;language;avg-rating
2106;;This Man Confessed (This Man, #3);Jodi Ellen Malpas;eng;4.43
2107;1400096278;Suite Française;Irène Némirovsky, Sandra Smith;;3.82
2108;140446745;The Letters of Vincent van Gogh;Vincent van Gogh, Ronald de Leeuw, Mark Roskill, Arnold J. Pomerans;en-GB;3.99
2109;61020672;Sourcery (Discworld, #5: Rincewind #3);Terry Pratchett;en-US;3.87
2110;1932664122;Scott Pilgrim, Volume 2: Scott Pilgrim vs. The World;Bryan Lee O'Malley;;4.24
2111;1401204252;Batman: Arkham Asylum - A Serious House on Serious Earth;Grant Morrison, Dave McKean;eng;4.09
2112;144242673X;P.S. I Still Love You (To All the Boys I've Loved Before, #2);Jenny Han;eng;4.17
2113;1455559822;Memory Man (Amos Decker, #1);David Baldacci;eng;4.05
2114;156512569X;Mudbound;Hillary Jordan;eng;3.99
2115;871137380;Black Hawk Down;Mark Bowden;en-US;4.28
2116;765376458;A Darker Shade of Magic (Shades of Magic, #1);V.E. Schwab, Victoria Schwab;eng;4.07
2117;385513534;The Lost City of Z: A Tale of Deadly Obsession in the Amazon;David Grann;eng;3.86
2118;385743580;Firefight (The Reckoners, #2);Brandon Sanderson;eng;4.29
2119;1841493139;The Magicians' Guild (Black Magician Trilogy, #1);Trudi Canavan;eng;3.96
2120;385905165;The Necromancer  (The Secrets of the Immortal Nicholas Flamel, #4);Michael Scott;eng;4.12
2121;385340583;61 Hours (Jack Reacher, #14);Lee Child;en-US;4.08
2122;439324599;Cut;Patricia McCormick;en-US;3.76
2123;224064908;George's Marvellous Medicine;Roald Dahl, Quentin Blake;eng;4.02
2124;1400033837;A Thousand Acres;Jane Smiley;eng;3.79
2125;805080481;The Book of Three (The Chronicles of Prydain, #1);Lloyd Alexander;en-US;4.0
2126;441016154;Cry Wolf (Alpha & Omega, #1);Patricia Briggs;en-US;4.11
2127;689829531;Olivia;Ian Falconer;en-US;4.13
2128;375705856;Plainsong (Plainsong, #1);Kent Haruf;en-US;4.0
2129;1560974273;Ghost World;Daniel Clowes;eng;3.87
2130;1250006325;Torn (Trylle, #2);Amanda Hocking;en-US;4.04
2131;451529693;Fathers and Sons;Ivan Turgenev, George Reavy, Jane Costlow;eng;3.94
2132;884271781;The Goal: A Process of Ongoing Improvement;Eliyahu M. Goldratt, Jeff Cox;en-US;4.0
2133;670021040;Caleb's Crossing;Geraldine Brooks;eng;3.81
2134;61284394;Evernight (Evernight, #1);Claudia Gray;en-US;3.64
2135;385340559;Bad Luck and Trouble (Jack Reacher, #11);Lee Child;en-US;4.17
2136;452286530;The Jane Austen Book Club;Karen Joy Fowler;en-US;3.07
2137;385539703;The Children Act;Ian McEwan;eng;3.68
2138;739377728;Sizzling Sixteen (Stephanie Plum, #16);Janet Evanovich;eng;3.93
2139;62301233;Elon Musk: Inventing the Future;Ashlee Vance;eng;4.25
2140;1841499900;Caliban's War (The Expanse, #2);James S.A. Corey;eng;4.28
2141;1452440026;Barely Breathing (Breathing, #2);Rebecca Donovan;eng;4.33
2142;147712556;The Iliad/The Odyssey;Homer, Robert Fagles, Bernard Knox;eng;4.03
2143;1563893304;Kingdom Come;Mark Waid, Alex Ross, Elliot S. Maggin;eng;4.24
2144;61120669;Papillon;Henri Charrière;;4.23
2145;1573227889;Tipping the Velvet;Sarah Waters;eng;4.0
2146;031620157X;The Wishing Spell (The Land of Stories, #1);Chris Colfer, Brandon Dorman;eng;4.21
2147;1400063973;The 19th Wife;David Ebershoff;en-US;3.63
2148;64407314;Monster;Walter Dean Myers;eng;3.7
2149;345529057;A Song of Ice and Fire (A Song of Ice and Fire, #1-4);George R.R. Martin;en-US;4.63
2150;743493915;Body of Evidence (Kay Scarpetta, #2);Patricia Cornwell;en-US;4.0
2151;;Saga #1;Brian K. Vaughan, Fiona Staples;eng;4.15
2152;60887370;Perfect (Pretty Little Liars, #3);Sara Shepard;eng;4.02
2153;1939045010;The Secret of Ella and Micha (The Secret, #1);Jessica Sorensen;eng;4.01
2154;345522478;Hounded (The Iron Druid Chronicles, #1);Kevin Hearne;eng;4.12
2155;743211375;From a Buick 8;Stephen King;en-US;3.42
2156;553560735;Red Mars (Mars Trilogy, #1);Kim Stanley Robinson;en-US;3.84
2157;1558611584;The Yellow Wall-Paper;Charlotte Perkins Gilman, Elaine Hedges;eng;4.11
2158;1593083254;The Time Machine/The Invisible Man;H.G. Wells, Alfred MacAdam;;4.08
2159;515121843;Sea Swept (Chesapeake Bay Saga, #1);Nora Roberts;en-US;4.24
2160;031607991X;The Blinding Knife (Lightbringer, #2);Brent Weeks;eng;4.45
2161;1442435003;Since You've Been Gone;Morgan Matson;eng;4.19
2162;446573647;An Object of Beauty;Steve Martin;en-US;3.58
2163;761121323;What to Expect When You're Expecting;Heidi Murkoff, Arlene Eisenberg, Sandee Hathaway;;3.75
2164;399244565;The Icebound Land (Ranger's Apprentice, #3);John Flanagan;eng;4.22
2165;61240850;Anybody Out There? (Walsh Family, #4);Marian Keyes;;3.91
2166;804139296;Zero to One: Notes on Startups, or How to Build the Future;Peter Thiel, Blake  Masters;eng;4.17
2167;1619636077;Empire of Storms (Throne of Glass, #5);Sarah J. Maas;eng;4.58
2168;1593080336;A Christmas Carol, The Chimes and The Cricket on the Hearth;Charles Dickens, Katharine Kroeber Wiley;;4.11
2169;804188971;The Grownup;Gillian Flynn;eng;3.54
2170;380789027;Smoke and Mirrors: Short Fiction and Illusions;Neil Gaiman;eng;4.05
2171;9382618341;The Oath of the Vayuputras (Shiva Trilogy, #3);Amish Tripathi;eng;3.66
2172;385333501;Welcome to the Monkey House;Kurt Vonnegut Jr.;eng;4.13
2173;385349068;Dad Is Fat;Jim Gaffigan;;3.76
2174;671869205;Truman;David McCullough;en-US;4.15
2175;143034758;Alexander Hamilton;Ron Chernow;eng;4.26
2176;807218731;The Cat in the Hat and Other Dr. Seuss Favorites;Dr. Seuss, Various;;4.41
2177;140448071;Dead Souls;Nikolai Gogol, Robert A. Maguire;eng;3.98
2178;;The Deal (Off-Campus, #1);Elle Kennedy;eng;4.3
2179;62392174;The Crown (The Selection, #5);Kiera Cass;eng;3.8
2180;446573019;Zero Day (John Puller, #1);David Baldacci;en-US;3.99
2181;312367481;Tikki Tikki Tembo;Arlene Mosel, Blair Lent;en-CA;4.21
2182;1416974504;Night World, No. 1 (Night World, #1-3);L.J. Smith;en-US;4.04
2183;1451533969;Love Unscripted (Love, #1);Tina Reber;en-US;4.04
2184;446608815;Pop Goes the Weasel (Alex Cross, #5);James Patterson;eng;3.98
2185;;Bully (Fall Away, #1);Penelope Douglas;;4.15
2186;802136834;The Six Wives of Henry VIII;Alison Weir;en-US;4.1
2187;140185852;We;Yevgeny Zamyatin, Clarence Brown;eng;3.95
2188;571171788;Pigs in Heaven;Barbara Kingsolver;eng;3.97
2189;765354063;The Ghost Brigades (Old Man's War, #2);John Scalzi;en-GB;4.09
2190;074326195X;Cry, the Beloved Country;Alan Paton;eng;3.87
2191;;Faeries;Brian Froud, Alan Lee;;3.89
2192;60987529;Confessions of an Ugly Stepsister;Gregory Maguire;en-US;3.51
2193;3426615355;How to Be Good;Nick Hornby;;3.18
2194;1442468351;Lady Midnight (The Dark Artifices, #1);Cassandra Clare;eng;4.47
2195;1905294719;Inkdeath (Inkworld, #3);Cornelia Funke;eng;3.93
2196;553293389;Foundation's Edge (Foundation #4);Isaac Asimov;eng;4.08
2197;486452433;Jude the Obscure;Thomas Hardy;en-US;3.8
2198;345335651;Queen of Sorcery (The Belgariad, #2);David Eddings;en-US;4.13
2199;374529531;The Lottery and Other Stories;Shirley Jackson;en-US;4.06
2200;545060508;Into the Gauntlet (The 39 Clues, #10);Margaret Peterson Haddix;eng;3.99
2201;61668036;Wings (Wings, #1);Aprilynne Pike;en-US;3.75
2202;316910333;Gossip Girl (Gossip Girl, #1);Cecily von Ziegesar;eng;3.51
2203;553271989;The Odessa File;Frederick Forsyth;en-US;4.1
2204;1400067685;The Burgess Boys;Elizabeth Strout;eng;3.54
2205;;Sapiens: A Brief History of Humankind;Yuval Noah Harari;eng;4.41
2206;1609411153;Lies That Chelsea Handler Told Me;Chelsea Handler, Johnny Kansas, Stephanie Stehling, Heather McDonald, Roy Handler, Brad Wollack, Amber Mazzola, Josh Wolf, Shoshanna Handler, Eva Magdalenski, Amy Meyer, Glen Handler, Dave Mallow, Sarah Colonna;eng;3.74
2207;1444705105;Broken Harbour (Dublin Murder Squad, #4);Tana French;eng;3.92
2208;;Down to You (The Bad Boys, #1);M. Leighton;eng;4.05
2209;517053616;The Complete Works;William Shakespeare;eng;4.49
2210;61054887;The Dispossessed;Ursula K. Le Guin;eng;4.18
2211;1400031575;Faceless Killers (Kurt Wallander, #1);Henning Mankell, Steven T. Murray;eng;3.78
2212;385528043;The Confession;John Grisham;eng;3.81
2213;425192032;Lightning;Dean Koontz;eng;4.06
2214;1570425779;Cat and Mouse (Alex Cross, #4);James Patterson, Keith David, Anthony Heald;en-GB;3.96
2215;142408808;Superfudge (Fudge, #3);Judy Blume;eng;3.98
2216;735221081;The Couple Next Door;Shari Lapena;eng;3.74
2217;61996181;Hallowed (Unearthly, #2);Cynthia Hand;eng;4.15
2218;031624662X;Ancillary Justice (Imperial Radch #1);Ann Leckie;eng;3.97
2219;765340747;The Pillars of Creation (Sword of Truth, #7);Terry Goodkind;en-GB;3.67
2220;60566108;Built to Last: Successful Habits of Visionary Companies;James C. Collins, Jerry I. Porras;eng;3.98
2221;1616149981;The Life We Bury;Allen Eskens;;3.93
2222;1595547169;Fireproof;Eric Wilson;en-US;4.47
2223;140273344;The Eagle Has Landed (Liam Devlin, #1);Jack Higgins;;4.15
2224;425201376;The Lunatic Cafe (Anita Blake, Vampire Hunter #4);Laurell K. Hamilton;eng;4.12
2225;978970764;John Dies at the End (John Dies at the End, #1);David Wong;eng;3.92
2226;345409469;The Demon-Haunted World: Science as a Candle in the Dark;Carl Sagan, Ann Druyan;eng;4.27
2227;1906427135;Stolen: A Letter to My Captor;Lucy Christopher;eng;3.93
2228;;Solaris;Stanisław Lem;eng;3.97
2229;1573225126;Prozac Nation;Elizabeth Wurtzel;en-US;3.57
2230;080508049X;The Black Cauldron (The Chronicles of Prydain #2);Lloyd Alexander;eng;4.13
2231;525949690;This Is Your Brain on Music: The Science of a Human Obsession;Daniel J. Levitin;;3.86
2232;62294377;The First Phone Call from Heaven;Mitch Albom;eng;3.73
2233;031242681X;Possible Side Effects;Augusten Burroughs;en-US;3.97
2234;1400065755;Still Life with Bread Crumbs;Anna Quindlen;eng;3.63
2235;1579126243;The A.B.C. Murders (Hercule Poirot, #13);Agatha Christie;eng;3.97
2236;310902711;Holy Bible: New International Version;Anonymous;eng;4.61
2237;451235843;Lover Reborn (Black Dagger Brotherhood, #10);J.R. Ward;eng;4.35
2238;380800829;The Duke and I (Bridgertons, #1);Julia Quinn;en-US;4.11
2239;786930705;Dragons of Spring Dawning (Dragonlance: Chronicles, #3);Margaret Weis, Tracy Hickman;eng;4.12
2240;375508333;A Raisin in the Sun;Lorraine Hansberry;;3.72
2241;345457692;Altered Carbon (Takeshi Kovacs, #1);Richard K. Morgan;eng;4.1
2242;425184226;The Sum of All Fears (Jack Ryan Universe, #7);Tom Clancy;;3.99
2243;;The Good Neighbor;A.J. Banner;eng;3.33
2244;1607066920;Saga, Vol. 2 (Saga, #2);Brian K. Vaughan, Fiona Staples;eng;4.57
2245;440241014;The Enemy (Jack Reacher, #8);Lee Child;en-US;4.15
2246;393244660;Flash Boys: A Wall Street Revolt;Michael   Lewis;eng;4.12
2247;375701214;The Diving Bell and the Butterfly;Jean-Dominique Bauby, Jeremy Leggatt;en-US;4.01
2248;805096663;Killing Kennedy: The End of Camelot;Bill O'Reilly, Martin Dugard;eng;4.05
2249;385539436;Rogue Lawyer;John Grisham;;3.7
2250;076791936X;The Life and Times of the Thunderbolt Kid;Bill Bryson;;3.93
2251;312595670;Still Missing;Chevy Stevens;en-US;3.96
2252;6551815;'Tis (Frank McCourt, #2);Frank McCourt;eng;3.66
2253;1400032059;1491: New Revelations of the Americas Before Columbus;Charles C. Mann;eng;4.01
2254;1250060559;Fairest (The Lunar Chronicles, #3.5);Marissa Meyer;eng;4.02
2255;679763309;An Unquiet Mind: A Memoir of Moods and Madness;Kay Redfield Jamison;eng;4.03
2256;1591451884;Jesus Calling: Enjoying Peace in His Presence;Sarah  Young;;4.54
2257;451218590;Who's Afraid of Virginia Woolf?;Edward Albee;eng;4.09
2258;575077832;The Last Wish (The Witcher, #1);Andrzej Sapkowski;eng;4.2
2259;015603297X;Foucault's Pendulum;Umberto Eco, William Weaver;en-US;3.89
2260;067056172X;A Pocket for Corduroy;Don Freeman;en-US;4.29
2261;1594831114;The 5th Horseman (Women's Murder Club, #5);James Patterson, Maxine Paetro;;4.03
2262;330493744;Kushiel's Dart (Phèdre's Trilogy, #1);Jacqueline Carey;eng;4.04
2263;1595551387;Bonhoeffer: Pastor, Martyr, Prophet, Spy;Eric Metaxas;eng;4.23
2264;345527712;Explosive Eighteen (Stephanie Plum, #18);Janet Evanovich;eng;3.92
2265;61449091;Lies (Gone, #3);Michael  Grant;en-US;4.09
2266;875093663;The Pursuit of God;A.W. Tozer;;4.38
2267;373210361;The Iron Knight (The Iron Fey, #4);Julie Kagawa;eng;4.23
2268;142004332;Maisie Dobbs (Maisie Dobbs, #1);Jacqueline Winspear;en-US;3.91
2269;586217835;Magician (The Riftwar Saga, #1-2);Raymond E. Feist;eng;4.32
2270;385729367;Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood, #4);Ann Brashares;eng;3.8
2271;552153257;Feet of Clay (Discworld, #19: City Watch, #3);Terry Pratchett;;4.26
2272;307594777;The Millennium Trilogy (Millennium Trilogy, #1-3);Stieg Larsson, Reg Keeland;eng;4.46
2273;;The Butterfly Garden (The Collector #1);Dot Hutchison;eng;4.07
2274;1842430343;Skinny Legs and All;Tom Robbins;;4.03
2275;61583219;Destined for an Early Grave (Night Huntress, #4);Jeaniene Frost;en-US;4.34
2276;;In Flight (Up in the Air, #1);R.K. Lilley;eng;4.1
2277;316159794;Cross (Alex Cross, #12);James Patterson;eng;3.99
2278;64472779;All-American Girl (All-American Girl, #1);Meg Cabot;eng;3.73
2279;380713802;Neither Here nor There: Travels in Europe;Bill Bryson;en-US;3.88
2280;375832998;Boy Meets Boy;David Levithan;eng;3.85
2281;61941026;We Are Water;Wally Lamb;eng;3.79
2282;316002895;Max (Maximum Ride, #5);James Patterson;en-US;4.07
2283;312656262;Halo (Halo, #1);Alexandra Adornetto;en-US;3.67
2284;802142818;The Inheritance of Loss;Kiran Desai;eng;3.41
2285;586066888;A Darkness At Sethanon (The Riftwar Saga, #4);Raymond E. Feist;en-GB;4.17
2286;812969901;The Sorrows of Young Werther;Johann Wolfgang von Goethe, Burton Pike;eng;3.63
2287;61583073;At Grave's End (Night Huntress, #3);Jeaniene Frost;en-US;4.31
2288;375758992;Don't Let's Go to the Dogs Tonight;Alexandra Fuller;eng;3.96
2289;64404773;Beauty: A Retelling of the Story of Beauty and the Beast;Robin McKinley;eng;4.05
2290;316069906;Eating Animals;Jonathan Safran Foer;eng;4.18
2291;60577363;Flyte (Septimus Heap, #2);Angie Sage, Mark Zug;en-US;3.99
2292;6140105234;ساق البامبو;سعود السنعوسي, Saud Alsanousi;ara;4.25
2293;62026488;The Girl of Fire and Thorns (Fire and Thorns, #1);Rae Carson;en-US;3.81
2294;312650086;Enclave (Razorland, #1);Ann Aguirre;eng;3.92
2295;802714625;Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time;Dava Sobel, Neil Armstrong;eng;3.95
2296;751530492;Unnatural Exposure (Kay Scarpetta, #8);Patricia Cornwell;en-GB;4.05
2297;553213482;Faust: First Part;Johann Wolfgang von Goethe, Peter Salm;eng;3.93
2298;684818868;Lies My Teacher Told Me;James W. Loewen;eng;3.96
2299;553582461;Fool's Fate (Tawny Man, #3);Robin Hobb;;4.38
2300;1600102379;Locke & Key, Vol. 1: Welcome to Lovecraft;Joe Hill, Gabriel Rodríguez;en-US;4.18
2301;1406310263;The Ask and the Answer (Chaos Walking, #2);Patrick Ness;eng;4.2
2302;446363251;Scarlett;Alexandra Ripley;eng;3.44
2303;425205673;Bloody Bones (Anita Blake, Vampire Hunter #5);Laurell K. Hamilton;eng;4.1
2304;684843781;This Side of Paradise;F. Scott Fitzgerald;eng;3.68
2305;670023329;Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West;Blaine Harden;eng;3.99
2306;006057299X;Every Which Way But Dead (The Hollows, #3);Kim Harrison;en-US;4.29
2307;1400068320;Eligible: A Modern Retelling of Pride and Prejudice (The Austen Project, #4);Curtis Sittenfeld;eng;3.63
2308;039333712X;Seven Days in the Art World;Sarah Thornton;;3.54
2309;7246226;The Children of Húrin;J.R.R. Tolkien, Christopher Tolkien, Alan Lee;eng;3.94
2310;785289089;The Total Money Makeover: A Proven Plan for Financial Fitness;Dave Ramsey;;4.29
2311;316058432;Mr. Popper's Penguins;Richard Atwater, Florence Atwater, Robert Lawson;eng;3.95
2312;765340054;Shadow Puppets (Ender's Shadow, #3);Orson Scott Card;;3.88
2313;;The Magician's Land (The Magicians, #3);Lev Grossman;eng;4.16
2314;679732268;Light in August;William Faulkner;en-US;3.93
2315;64408671;The Trumpet of the Swan;E.B. White, Fred Marcellino;eng;4.06
2316;812993802;Tenth of December;George Saunders;eng;3.96
2317;312593554;Night Pleasures (Dark-Hunter, #1);Sherrilyn Kenyon;en-US;4.23
2318;671015206;The Millionaire Next Door: The Surprising Secrets of Americas Wealthy;Thomas J. Stanley, William D. Danko;eng;4.0
2319;1423116380;Don't Judge a Girl by Her Cover (Gallagher Girls, #3);Ally Carter;en-US;4.2
2320;743244583;Chronicles, Vol. 1;Bob Dylan;eng;3.98
2321;60920084;The Lost Continent: Travels in Small Town America;Bill Bryson;en-US;3.83
2322;140006712X;Dreams of Joy (Shanghai Girls #2);Lisa See;en-CA;4.06
2323;446607207;Tell Me Your Dreams;Sidney Sheldon;eng;3.93
2324;60885416;By the Shores of Silver Lake  (Little House, #5);Laura Ingalls Wilder, Garth Williams;;4.16
2325;61053562;The Player of Games (Culture, #2);Iain M. Banks;eng;4.26
2326;440228891;The Cricket in Times Square;George Selden, Garth Williams;eng;4.01
2327;787960756;The Five Dysfunctions of a Team: A Leadership Fable;Patrick Lencioni;eng;4.01
2328;142003166;Junky;William S. Burroughs, Oliver  Harris, Allen Ginsberg;eng;3.85
2329;140157352;Getting to Yes: Negotiating an Agreement Without Giving In;Roger Fisher, William Ury, Bruce Patton;en-US;3.88
2330;;Mile High (Up in the Air, #2);R.K. Lilley;en-GB;4.21
2331;1501110349;November 9;Colleen Hoover;en-US;4.41
2332;;Everything We Keep (Everything We Keep, #1);Kerry Lonsdale;eng;3.84
2333;;The Mighty Storm (The Storm, #1);Samantha Towle;eng;4.19
2334;1408816032;The Song of Achilles;Madeline Miller;eng;4.27
2335;1501139886;The Girl with the Lower Back Tattoo;Amy Schumer;eng;3.76
2336;140449183;The Bhagavad Gita;Krishna-Dwaipayana Vyasa, Simon Brodbeck, Juan Mascaró;eng;4.1
2337;143039830;The New York Trilogy;Paul Auster, Art Spiegelman;eng;3.92
2338;043912042X;Esperanza Rising;Pam Muñoz Ryan;eng;3.91
2339;316766941;Raise High the Roof Beam, Carpenters & Seymour: An Introduction;J.D. Salinger;eng;4.11
2340;446617687;Sex and the City;Candace Bushnell;;3.37
2341;425209067;The Killing Dance (Anita Blake, Vampire Hunter, #6);Laurell K. Hamilton;en-US;4.12
2342;014044923X;Beyond Good and Evil;Friedrich Nietzsche, R.J. Hollingdale, Michael Tanner;eng;4.01
2343;044022800X;The Watsons Go to Birmingham - 1963;Christopher Paul Curtis;eng;3.95
2344;876852630;Factotum;Charles Bukowski;;3.96
2345;373210515;The Immortal Rules (Blood of Eden, #1);Julie Kagawa;eng;4.1
2346;446546933;Columbine;Dave Cullen;eng;4.26
2347;99471434;Lasher (Lives of the Mayfair Witches, #2);Anne Rice;eng;3.84
2348;;Yellow Crocus;Laila Ibrahim;en-US;4.24
2349;525953728;No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden;Mark Owen, Kevin Maurer;en-US;3.95
2350;1594487014;The Chaperone;Laura Moriarty;en-US;3.84
2351;684193957;All That Remains (Kay Scarpetta, #3);Patricia Cornwell;en-US;4.05
2352;451191013;The Regulators;Richard Bachman, Stephen King;eng;3.63
2353;1563890356;Season of Mists (The Sandman #4);Neil Gaiman, Matt Wagner, George Pratt, Dick Giordano, Kelley Jones, P. Craig Russell, Mike Dringenberg, Malcolm Jones III, Todd Klein, Harlan Ellison;eng;4.54
2354;316013935;Judge & Jury;James Patterson, Andrew Gross;eng;3.98
2355;1416500340;Silas Marner;George Eliot;;3.6
2356;1622660757;Origin (Lux, #4);Jennifer L. Armentrout;eng;4.44
2357;375760393;The Botany of Desire: A Plant's-Eye View of the World;Michael Pollan;en-CA;4.05
2358;316123536;Beautiful Redemption (Caster Chronicles, #4);Kami Garcia, Margaret Stohl;eng;3.94
2359;1439152780;The Distant Hours;Kate Morton;eng;3.87
2360;751554154;I Let You Go;Clare Mackintosh;en-GB;4.09
2361;439295785;Kidnapped (David Balfour, #1);Robert Louis Stevenson;;3.78
2362;306814250;Friday Night Lights: A Town, a Team, and a Dream;H.G. Bissinger;;4.11
2363;618683356;Beautiful Boy: A Father's Journey Through His Son's Addiction;David Sheff;en-US;4.03
2364;;The Vincent Boys (The Vincent Boys, #1);Abbi Glines;eng;3.98
2365;1594561869;The Cask of Amontillado;Edgar Allan Poe;eng;4.09
2366;014044789X;Metamorphoses;Ovid, David Raeburn, Denis Feeney;eng;4.03
2367;452274427;In the Time of the Butterflies;Julia Alvarez;eng;4.13
